ANON_ID,Group,Post,Pre,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,Delta,Delta_pct,Cluster
8e769b241091fcf91c1182101673626392473360421b0ce02681f157a6ad4b4c,Control,0.3318454404945904,0.3608785340314136,65-74,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,-0.029033093536823207,-0.08045115128486957,7.0
8f0a78d7ebe5ae8d8f8131040b07ddc8b9f0715a73062664ab7ab2c22fc86e39,Control,0.3396742694226657,0.4307207334273625,45-54,"50,000-74,999",Couple Household,1,3-4,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,-0.09104646400469679,-0.21138166087389204,1.0
9099bb0cd9bfe324eddbd939a9ef259dc73a568cca910632d7a8f16e3c4328a1,Control,0.2626242897727273,0.2373384831460674,18-24,"30,000-39,999",Couple Household,0,2,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Detached House,100-150k,Social grade C1,Standard,0.025285806626659885,0.10653900830358813,0.0
90fcd0ce07a739739cbae9f8a6d9ec698e71077471df48b3a01c7069d53586bd,Control,0.22666405135520687,0.22719356343283584,45-54,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,-0.0005295120776289686,-0.0023306649608737955,5.0
92c6bf4cf41b50ce4819cac0176cab64dde76c8a31f1e3c714df303a858d7518,Control,0.24299570815450647,0.23747307335190343,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.005522634802603038,0.023255835807621143,7.0
9349b9b86c7020674ebadf6f2e375ae900a57c968a633626a86180aeff143743,Control,0.17504454022988505,0.19861337073398785,25-34,"40,000-49,999",Couple Household,1,2,2,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,150-250k,Social grade C1,EDF Essentials,-0.0235688305041028,-0.1186668874154985,1.0
93fce4a91b6282c383d8846cc873f58993aa5331bc651b82daac770102ed8ac8,Control,0.26862624113475175,0.2637011655011655,25-34,"20,000-29,999",Couple Household,0,2,3,Service Sector,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,0.00492507563358624,0.018676730625085052,2.0
94952caefcdfe76b6f0e0270646506e7900692d90fbe014e9939f8bd6e23be1c,Control,0.23967236467236466,0.2938660755949603,45-54,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,EDF Essentials,-0.054193710922595645,-0.1844163563721169,1.0
95071e4171aed86180035e6b634df5de3cb728ca5ca4858e1c14f8ff2b011dcf,Control,0.2981300287356322,0.39063529962546817,55-64,"75,000-99,999",Couple Household,0,2,4,Unemployed,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Easy Online,-0.09250527088983596,-0.23680724957147448,7.0
951e5f5473add875d469fd25c96ddc77b2411eb08d8bcc310ed7bcdcc1784282,Control,0.1573136574074074,0.23590055762081785,55-64,"20,000-29,999",Single Adult Household,0,2,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,0-100k,Social grade C2,EDF Essentials,-0.07858690021341044,-0.3331357119542276,0.0
95e9a9a5579a34ab733ee649a14044e1f5b17fd86c15c642b9a461a415cfbaec,Control,0.43157478632478635,0.49336555023923445,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,-0.0617907639144481,-0.1252433695147251,4.0
962b65c25248edecddc826e1ffe1532c30a443a890d974972b79ff5ee637fe34,Control,0.2623085106382979,0.2855088702147525,18-24,"75,000-99,999",Multi-Occupancy Household,0,5+,5+,Student,Not Employed,A Level Equivalent,Private Renting,Terraced House,250-500k,Social grade C1,Essentials Exclusive,-0.02320035957645461,-0.08125968051011476,1.0
97c1046c445735785f03473fe95835f31c401b01a5e034f38ef2cf7c60326f72,Control,0.05147839506172839,0.0727508150908244,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,-0.02127242002909601,-0.2924011229638988,5.0
97ec3977fb5cb32d6b8b2159e8c4bdb83491b6fbad3ae774f1ef366a20e578c2,Control,0.3737614942528735,0.24296574690770695,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,0.13079574734516658,0.5383299868802112,0.0
98dcc14b6d9e32e9b0a3698a1765bfb6228c076a623f2548cd0181829edff188,Control,0.29353900709219855,0.31148755284170976,75+,"10,000-19,999",Single Adult Household,0,1,5+,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Deemed,-0.017948545749511213,-0.05762203203873196,3.0
992ecf4803201046b18872a3894e04ad0ac23d55d09f722e4b9e142613d437a5,Control,0.40447008547008545,0.4134033850493653,65-74,"75,000-99,999",Couple Household,2+,3-4,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,-0.008933299579279852,-0.02160915924336979,7.0
99c3e131a9ec2c5049e73dd26bfd5615da26248792ccfd02691b6658070ad16c,Control,0.36613532763532763,0.354182944259171,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,0.011952383376156617,0.033746355011975225,2.0
9c97047fc410be9846b87d8953f9e540ce95e90b77bd69786cf6b21333372d29,Control,0.19715253029223095,0.232999057048562,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,-0.03584652675633104,-0.15384837694368805,5.0
9dda466ba62ca6bc9004f0265874b1b8cb063adc194be2bdb69b0bf5dc1fe2f5,Control,0.23090313390313388,0.2057467411545624,55-64,"30,000-39,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade B,EDF Essentials,0.025156392748571482,0.12226873002898905,4.0
9e374fe0efc6e720ab10d05bfbc86b4d166e08fb173c6a4bcb65be1ecfd3744b,Control,0.169096926713948,0.16754760798885276,45-54,"50,000-74,999",Couple Household,1,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.0015493187250952278,0.009247035775039573,5.0
9e633531e93d21f7ab942f23ae950a831da61c37b561816505f37bfa913d4d5c,Control,0.07089672364672364,0.07711147540983607,55-64,"50,000-74,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,-0.006214751763112425,-0.08059438274370889,5.0
9e65392420548ac7165e64419d510e5e76e3699f903e0f923d588ef2e8cf84a7,Control,0.3684414478353442,0.4011583646616541,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Essentials Exclusive,-0.032716916826309894,-0.08155611276834292,4.0
a3aecd7d6578a2ee833b36d11332d07ce45ddc6153f1670ed39cda3fcba27d93,Control,0.1561709401709402,0.21980779944289694,25-34,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,-0.06363685927195675,-0.28951137963823137,5.0
a58cfed4268a756c015cda9bae2d94f0bfb5154f5e6803fa34dfe5ebf27da6a6,Control,0.20388156028368795,0.20712828947368422,55-64,"50,000-74,999",Couple Household,0,2,4,Office Worker,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,-0.0032467291899962725,-0.01567496742355308,5.0
a767bff4d9a6f1e681a7b3cbc834166fa2c6854b705960cf83d3cbe7223ee118,Control,0.2441758865248227,0.22945931882686849,55-64,"40,000-49,999",Single Adult Household,0,1,5+,Office Worker,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,150-250k,Social grade C1,EDF Essentials,0.014716567697954208,0.06413584670779113,4.0
a78f8390f4a281239a4ad24f7900a282469e19dc73ced48d0f5847176a5aceff,Control,0.09624804381846636,0.10989478584729981,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,500k+,Social grade B,EDF Essentials,-0.013646742028833453,-0.1241800684501608,5.0
a80e6b180a70777468f03ae7b6d7b3a11043a01ebc594df12a33c0d802375e95,Control,0.2451542288557214,0.2409399906235349,65-74,"40,000-49,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Essentials Exclusive,0.004214238232186501,0.01749082093545519,7.0
ab8bad532ac641fa13728e2f7fd582655061c6398071107934b3e40d5afc2e3b,Control,0.16952340425531914,0.14312290502793296,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,0.026400499227386187,0.18446033653546695,5.0
ada98028886af1bf82c80007c8caf4a1045ca4ca6a95c4abc3989cb47c2da951,Control,0.44236160714285716,0.46556017399710004,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,-0.023198566854242875,-0.049829362883577276,4.0
b13c2693f5635cc30681c9daf412ec2bb3a5d79fd0af29e54882eada218d8cdf,Control,0.22933687943262412,0.2555422469823584,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C2,Standard,-0.026205367549734265,-0.10254808298505483,2.0
b1da9d224d97c3df836d87377f7acb8774d087dff8fbdd29f5963684e84b2dd4,Control,0.24940312278211496,0.3682264678471575,55-64,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,-0.11882334506504255,-0.3226909400612762,1.0
b3020488a85b5f9b34f127942a6b10aa22d9ece352313ed4a35e7d42356fb074,Control,0.0953330965909091,0.1152368913857678,55-64,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,-0.019903794794858695,-0.17272068480421446,5.0
b55e0919a5444444fb0f2e9621dbf507be1c9ce7ae589bdf492f433b9a7c5559,Control,0.0734508547008547,0.07246157428970657,55-64,"75,000-99,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,0.0009892804111481385,0.01365248300006462,5.0
b5c0ecc9d0e75b088336b88a3ee8ecf59ef1fd017fd4907ddf37ba4ecc5f226a,Control,0.080108049311095,0.047311360448807856,55-64,"20,000-29,999",Single Adult Household,0,1,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade D,Standard,0.03279668886228714,0.69320959175913,5.0
b5f395f7bc50537023ce1d3b0fd285d0357898ad44472b877589b2066ded2acd,Control,0.10871296296296297,0.09517688022284122,35-44,"20,000-29,999",Single Adult Household,2+,3-4,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Standard,0.013536082740121747,0.14222028194693087,0.0
b8317c88edfd97a90c5d1e26c86501a448d5d3ef1d230ec8c9eb65ddcea3e045,Control,0.19955673758865247,0.19465486725663717,55-64,"50,000-74,999",Couple Household,1,2,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade B,Standard,0.004901870332015307,0.025182367135739667,5.0
bb6af045072211ffeeb80e2d429bbb6809159c7571364486d5c988b857aa38ac,Control,0.1763404255319149,0.213624531835206,55-64,"50,000-74,999",Single Adult Household,0,1,2,Office Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Fix Total Service,-0.0372841063032911,-0.17453101468726806,1.0
bb99c6fde8bc4d47861feccd70a22bb00ebdab0bd6b6fb12ffecdefe28a45bf2,Control,0.28746652421652424,0.28210339943342777,45-54,"40,000-49,999",Couple Household,1,3-4,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,0.0053631247830964734,0.019011202253739916,1.0
bc9fdf15d62a4b56db387d6db0f10e613a637cdb358cb1b7185d585fdfdde786,Control,0.21911811594202898,0.2172065923862581,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,0.001911523555770872,0.008800485909615546,4.0
bcb34d7ac8274598635d87983e987870a14949908879fe64de5157210825b876,Control,0.15747564687975646,0.17518435754189943,45-54,"50,000-74,999",Couple Household,1,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,-0.017708710662142968,-0.10108614096956411,5.0
bccc9787d27b0bc269871a4803caa34cc8e87f33797dbf2d479e974bbf8a3c92,Control,0.16790099715099716,0.2437016806722689,55-64,"30,000-39,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,-0.07580068352127176,-0.3110388213662295,5.0
bfcdc66918dd2b7b06e87da770d601a66a4088fc3f1ab6967ae407dacfa42061,Control,0.2887040229885057,0.24974812382739212,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,0.03895589916111361,0.15598074797966097,0.0
c1b9048b364fb92db1b46e2edb03547c6b7605668fee096f7bcdba2c38516904,Control,0.3515784244144784,0.36752793834296726,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,-0.015949513928488868,-0.0433967387633133,7.0
c21b72324f71ed80b152c5f5985b4343380f2977dedd4bad8ff0d3da2651b33d,Control,0.06721509971509972,0.07519794103883949,55-64,"100,000+",Single Adult Household,0,1,1,Office Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,500k+,Social grade C1,EDF Essentials,-0.007982841323739776,-0.10615771141415513,5.0
c2ed881eb0069b8e7aeaf3633175f3d9712021db1d483b29123af53ec7aa8212,Control,0.2527872340425532,0.2716696096654275,65-74,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,-0.018882375622874314,-0.06950492418393338,4.0
c2f3d88a2c6a8aac8338ff74f34f50bbe8a609ed25b221ec4c2f5ab190db235e,Control,0.17898132183908047,0.24607149489322191,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade A,Easy Online,-0.06709017305414144,-0.27264504197552,1.0
c311b6ecbb6011d7c5ed3f823fb6ee4cd08a7ba6e185808d44949d0a21060bf7,Control,0.12079344729344729,0.13962324929971986,55-64,"10,000-19,999",Single Adult Household,0,1,2,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Terraced House,0-100k,Social grade D,Deemed,-0.018829802006272572,-0.134861508385698,4.0
c3301f8b3d05f9c369f02db74bca7821c73bbd8f3a569228dd86b58f2ec4dedd,Control,0.3621568068424804,0.4038384543761639,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,-0.041681647533683475,-0.10321366645995089,4.0
c487a53b0ae3469d046f97408c7cef293cbb501063edc14ed7b0f78115756fa6,Control,0.2685530642750374,0.26771115258982736,18-24,"75,000-99,999",Couple Household,2+,3-4,4,Student,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.0008419116852100283,0.003144850997298421,5.0
c4e6800c16a60661d10616ae7bd0110c1e562b4b38838c745ddecdceec9824ed,Control,0.10589941262848752,0.13042737430167597,55-64,"75,000-99,999",Single Adult Household,0,1,2,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade C1,Standard,-0.02452796167318845,-0.18805838731718813,1.0
c512b8701009290b6757c7e9991cce3621041f6125ac9fa1fbef39b284af286b,Control,0.24932407407407406,0.3023138618451553,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,-0.05298978777108124,-0.1752807080947632,4.0
c9710fcfe96222fe1808faca27b3968d75332548d999cfcd0b280a4c4b60e9da,Control,0.2983085106382979,0.3052954017649791,55-64,"50,000-74,999",Couple Household,0,2,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,-0.006986891126681216,-0.022885674288864094,4.0
cbd8aee5e7a6ee4e5229f4922b00c8533adde367b273f04f13eb5a56ff4e7d33,Control,0.20004425410421128,0.20273473193473193,65-74,"10,000-19,999",Single Adult Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,-0.002690477830520649,-0.013270927013072514,5.0
ccdb637bcd66f8a4908470ffe5a9d6e681a83a9e315b63d17e8952999eb4592b,Control,0.15021983640081799,0.18561648911533116,75+,"30,000-39,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade A,Standard,-0.03539665271451317,-0.1906977816637819,5.0
cdfbc0d6fcd84f75370f794d7b787c7336d8a4b577327d90e852957261062872,Control,0.1979404255319149,0.16697705992509365,55-64,"40,000-49,999",Couple Household,0,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Deemed,0.030963365606821253,0.18543484728208473,5.0
cfcbae2ba25761279ddba1ce2f1e0a0e343eb02e8cee5f1ef6283aff05252377,Control,0.2009522792022792,0.29100844277673543,35-44,"30,000-39,999",Couple Household,2+,3-4,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Deemed,-0.09005616357445623,-0.30946237406434357,1.0
cfdc8329e0518dfb1e1744b8a24f9f52bd24b101b4ee26efe0c3d816d1fd67b0,Control,0.22189398280802292,0.2127816573556797,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Standard,0.009112325452343223,0.04282476960460611,4.0
d105ef882e09d20300e5ddd9ae01da88e4f1b292f4a072b265afd53a75618ebf,Control,0.46728548516439455,0.47122999520843317,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Engage,-0.003944510044038618,-0.008370668429741815,4.0
d1b4ae2238c12632b541a5d3df66c7963e1c195e9992200cde244799137b83e0,Control,0.3888938746438746,0.38769794584500467,55-64,"50,000-74,999",Couple Household,0,2,4,Looking after home,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,0.0011959287988699274,0.0030846921209844126,0.0
d24864fd2b855d673e08d4bdd70451e39883c2daab9e7068e290eecbfbdc96b8,Control,0.14638412017167382,0.1274034354688951,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,GCSE Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,0.018980684702778722,0.14898094884900306,5.0
d2b630c89370c60bead3a251cccaf1f13417b9b8ed9ef9c84929db786a3178a7,Control,0.1638212765957447,0.2188847969782814,65-74,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,-0.0550635203825367,-0.25156393291216256,5.0
d6179ddf8fba4d710722a3c303646a840ae23595dda4d2061339c84b6ec205fe,Control,0.24100672645739912,0.3682001879699248,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,-0.1271934615125257,-0.34544648717809745,4.0
d71aba5a959122cd74906005a7929d000c2a913e8d353914e8332cdc2cd50290,Control,0.1982893617021277,0.1987817330210773,55-64,"50,000-74,999",Couple Household,0,2,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,-0.0004923713189496082,-0.0024769444931713163,1.0
d726c8662859ac9dbe050e2e021138e9b682c9795ed8c8f507a039a1f723cd00,Control,0.22097021276595744,0.2065915230554262,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.014378689710531245,0.06959961133871695,5.0
d72c0794ca9c27f551fbed265c9029d81633b05de9715b88ef454f97680f66b0,Control,0.4220186246418338,0.41127162880618656,65-74,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,500k+,Social grade C1,EDF Essentials,0.010746995835647255,0.026131138359441322,7.0
d84898d003f894380b2b1c84762cf0b295018404fe72e894517425cb3dfeee8f,Control,0.1226039886039886,0.155798417132216,65-74,"20,000-29,999",Single Adult Household,0,1,3,Student,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,-0.033194428528227404,-0.2130601140835561,5.0
d97f0f04f71e84cb9a3898077be3624917758c294de23f20d94dce3930f7c464,Control,0.33337839771101574,0.33117304964539007,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Deemed,0.0022053480656256674,0.006659201489937319,4.0
da4b60d5e2d64f6a25a6bb303a37a35dcecd98b1dcd1561e31dfcb716ed93504,Control,0.33190851063829785,0.5061995249406176,55-64,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,-0.17429101430231975,-0.3443128760793797,3.0
db3a7e5c0a2e8ce7cd104f10e53766b865a305bfacbf887f239601690f4fdde2,Control,0.1319163120567376,0.11073923220973782,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,0.021177079846999777,0.19123376083094765,5.0
db4f0b85bc58668416e8422bee733023b56cbb69881eeeacba6ea272042420a0,Control,0.20478040057224609,0.2730880298090359,75+,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade A,Fix Total Service,-0.06830762923678982,-0.2501304406661682,0.0
dc1ca04a7d930263bbbae0f4f4bee2387adccfac6e4977ef9cad29452d1ac7ac,Control,0.3368489361702128,0.23065029182879376,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,0.10619864434141901,0.4604314327954449,7.0
dc1ec3fca1531822856b50fabe334a17a6053dccb664988d09f2c8aa5b467ebb,Control,0.1215209368346345,0.1176480965645311,55-64,"0-9,999",Single Adult Household,0,1,1,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade C1,Safeguard Assist,0.0038728402701034004,0.032918851925318744,5.0
dd9c3327d6f66b01e8d4ca664d19842ff7539beb745df1096cb7e484a4d608b2,Control,0.20467023554603855,0.2269050925925926,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Easy Online,-0.022234857046554035,-0.09799188194720977,5.0
de28fc7948dca2fa680019d70970863702f958dfe89611f888cb5b3cf56381c3,Control,0.09788912732474964,0.12515055762081784,55-64,"50,000-74,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade C1,EDF Essentials,-0.0272614302960682,-0.21782907574942734,5.0
df68b7ebed6900e1324ced03ea7a3b688f27830e50ed4835b4a8d68078fc9d27,Control,0.21352978723404256,0.2381282527881041,45-54,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Goelectric,-0.024598465554061533,-0.1032992316789483,5.0
e103c703c08f4851febe6c4e60ca0fb559a63c34c371232be548e6f9a6e0343e,Control,0.207166784953868,0.22690389972144845,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,-0.019737114767580444,-0.08698446695631984,5.0
e165cc298d16701464b7fc1d63d2cfd4b9dfc34ddf3b84a79ce5df7f3f3dd4eb,Control,0.32132695035460995,0.33971988795518204,75+,"40,000-49,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,-0.01839293760057209,-0.05414148023915103,1.0
e182919fd72ad7b712c625d510bef7d563c822569fb68727455aa844f1c626ed,Control,0.23453469079939668,0.2250130172013017,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Simply Online,0.00952167359809497,0.042316101159501664,0.0
e3fc64931c18ee3fa522e6d1f1db36c3ab23dbf0d78eaacf105ecd203fe22641,Control,0.30206913756236636,0.3055551419264774,35-44,"10,000-19,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Social Renting,Semi-Detached House,150-250k,Social grade D,Fix Total Service,-0.0034860043641110616,-0.011408756999251752,1.0
e426afd132b63181637e0aa8134d1c865197501af6cccc30540f14502194e7b9,Control,0.17573893805309734,0.1513350324374421,55-64,"40,000-49,999",Couple Household,0,2,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,0.024403905615655253,0.16125747768113893,5.0
e43ed8fbbe08b4d34b9aba47d384441f3ed7bbf2225a8feb68c2d91aae439dff,Control,0.37350141843971635,0.4313221381267739,55-64,"40,000-49,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,EDF Essentials,-0.05782071968705754,-0.13405460693061602,1.0
e46ef04a2278157536247eb14e2975b84160777436779c2400a5ee29ef916479,Control,0.273,0.3000715281003251,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,-0.027071528100325093,-0.09021691685215157,4.0
e6c0216b44974219ec819576c7e19253aac2af669060954eed7717bc596ebf88,Control,0.32936834634492546,0.29315673392773345,45-54,"100,000+",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Engage,0.03621161241719201,0.12352304493240326,1.0
