ANON_ID,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,Cluster_Comp04_k02,Cluster_Comp04_k03,Cluster_Comp04_k04,Cluster_Comp04_k05,Cluster_Comp04_k06,Cluster_Comp04_k07,Cluster_Comp04_k08,Cluster_Comp04_k09,Cluster_Comp06_k02,Cluster_Comp06_k03,Cluster_Comp06_k04,Cluster_Comp06_k05,Cluster_Comp06_k06,Cluster_Comp06_k07,Cluster_Comp06_k08,Cluster_Comp06_k09,Group
aa1ed740d8543f65414056524d7f3999b028c9695def87ba05e5732879e6e606,25-34,"20,000-29,999",Couple Household,0,2,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
07da0156b90df96f23c2a26177c9244b652d26a0d5ec28f30a4953ab608e082c,45-54,"20,000-29,999",Single Adult Household,0,1,2,Service Sector,Employed,A Level Equivalent,Private Renting,Flat or Maisonette,0-100k,Social grade C1,Essentials Exclusive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1
7bd6d00d62df8428c51c6b552c4a9bcf31a0f72dbcfa58e99e1904ee5bdcebaf,55-64,"30,000-39,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C2,Deemed,0.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,1
8d1db7fc9058fc5909cea0dd16782c9e55b621592ea3f3a77ac717f15d0d8edb,55-64,"50,000-74,999",Couple Household,0,2,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
9099bb0cd9bfe324eddbd939a9ef259dc73a568cca910632d7a8f16e3c4328a1,18-24,"30,000-39,999",Couple Household,0,2,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Detached House,100-150k,Social grade C1,Standard,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,0
31ea6bd81ed2394299ab56df2b26de366c1480e4a066927d95e5e897328c82a1,55-64,"40,000-49,999",Couple Household,0,2,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,0.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1
fc0a5522eb55a341dc3a7970601c50fe9f1d7f4917e303f004f6556dab36d206,65-74,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6a422a3fc29fbc8bf24bc26a18f5c648d524c69926f654ca0b810c2d63870f3e,45-54,"40,000-49,999",Couple Household,1,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Fix Total Service,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0
dc1ca04a7d930263bbbae0f4f4bee2387adccfac6e4977ef9cad29452d1ac7ac,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,0.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,0
7902594159953b55a111eb99164a644f348a6c11c9fc10aedd9ab7674fc76313,18-24,"75,000-99,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade B,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
8430b84467f428995bdcd3d9efd4e09723b88473c9bc46a12d66d81607dc4bff,25-34,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade B,Fix Total Service,0.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
cfcbae2ba25761279ddba1ce2f1e0a0e343eb02e8cee5f1ef6283aff05252377,35-44,"30,000-39,999",Couple Household,2+,3-4,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Deemed,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0
a40e1cbe10956369fdc42e384a2b80ed3cd5442d69e1c9bc678e51e619f79f94,55-64,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,0.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,1
7fd26a47a07e0adaad004e507021aa7327f20b57c098884b45b6ce7606577d9f,45-54,"40,000-49,999",Couple Household,1,2,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Easy Online,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1
7a17df51b8d9de5f9c74921d74a2b580e7dbdbcb009fb0e88ec45651bfc548da,45-54,"30,000-39,999",Couple Household,1,3-4,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0db6ef7b97d31610660cb4f7c02ea0abece953ce56a7e8eaa0d264eab65c25fe,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Standard,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,0
905106edabc554480fae00eb6313cd4814ace7d8d45d91709a0488982f7df468,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0ac6b700dd2b349baeca58a73029d17346d6d2396c9d7767400f260dbc26695c,75+,"20,000-29,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Essentials Exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4f8dd10cda8d1444c500dfa8a7b32a8668720e01fb3166d0b80e7ef9cd94ecef,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b5f395f7bc50537023ce1d3b0fd285d0357898ad44472b877589b2066ded2acd,35-44,"20,000-29,999",Single Adult Household,2+,3-4,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Standard,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,5.0,0
5ec7631219da3380187e210bdea5d8b2b06d5e86c69aed6f0d66820d5e15e81a,55-64,"20,000-29,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Deemed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
84c843634f83f6f76f4c32cc37802464b97bfdaa0edc32a35de8bc5bec5fa6d1,55-64,"50,000-74,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,0
a7dfbdd64d3ba8f78b7323aafe6f942b577f5c327be5a626db69e0926ec18530,35-44,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Easy Online,1.0,2.0,3.0,4.0,4.0,5.0,6.0,7.0,1.0,2.0,3.0,4.0,4.0,6.0,6.0,7.0,0
8d2d7fd30f33044f1f94ab458f47d8435579cfcd67798c948be92d8ab5a3afc7,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,0
da4b60d5e2d64f6a25a6bb303a37a35dcecd98b1dcd1561e31dfcb716ed93504,55-64,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,1.0,2.0,3.0,4.0,4.0,4.0,6.0,6.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,6.0,0
16867c0cf563b80eaca5e04f02952e22df88b4f50420fb4ad52cc20620e2b9b8,18-24,"75,000-99,999",Couple Household,1,5+,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,0.0,2.0,2.0,3.0,5.0,6.0,7.0,8.0,1.0,2.0,3.0,4.0,5.0,4.0,7.0,8.0,1
581648a5613ca342be2c277c7b1ad218786b95047c0097c20754ca180c61836e,55-64,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
af6cd8489ac28e5d910164fae134d746e9d5549c74437335d1ff967b77e1d26c,45-54,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0
b55e0919a5444444fb0f2e9621dbf507be1c9ce7ae589bdf492f433b9a7c5559,55-64,"75,000-99,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fd78d9fb0a9035c6a9fe2704c7dcbca1b9add8ea63bf0eb2e805dc19ed6500f1,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,0.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0
4c886091f60572831040da492bcd56fcdbc97befa7e3cbeab0fd60473a35f11f,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,0.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,1
30e0ad4499cb19dc2690888c174d58c98965e2c3dd1fed763c0559c2c99876a1,35-44,"50,000-74,999",Couple Household,1,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,0
4dd3317694364b953434dc42eff7f9950095c4ab537c3bdff2c3f5aa2e5fed9e,55-64,"75,000-99,999",Couple Household,0,2,4,Service Sector,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,0.0,2.0,2.0,4.0,5.0,6.0,7.0,8.0,0.0,2.0,3.0,4.0,5.0,4.0,7.0,8.0,0
466c8096353f6991d7afe6c1668eaf21d09b6ec04542fabb1a864ca903a2a15f,55-64,"50,000-74,999",Couple Household,0,2,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,0.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,1
89f06ef5f4f89839d0bb71eb4b4286b1bd1bf732b3f8bf739d61c87b4d93be6e,65-74,"75,000-99,999",Couple Household,2+,3-4,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C2,Standard,1.0,2.0,3.0,4.0,5.0,6.0,2.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0
28a8fc5390faead619ebc77f708039412a6992810fe41c1399851cb5094205fe,55-64,"0-9,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade A,EDF Essentials,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1
bb6af045072211ffeeb80e2d429bbb6809159c7571364486d5c988b857aa38ac,55-64,"50,000-74,999",Single Adult Household,0,1,2,Office Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Fix Total Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0
3b8b66d75d4e06ce9a63c9317a3dd2fd88cb462f9bdbd6e12ee7e4795c7d48ac,35-44,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
95071e4171aed86180035e6b634df5de3cb728ca5ca4858e1c14f8ff2b011dcf,55-64,"75,000-99,999",Couple Household,0,2,4,Unemployed,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Easy Online,0.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,0
7af17cf59f72150e6e0f5ff33d4042989a620c844def9bf91a43955b6d7d1cc1,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
851ac72f749c67381c76c4f014925bd7d6e67073e49d40f7656294cc0bfc6740,55-64,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
d726c8662859ac9dbe050e2e021138e9b682c9795ed8c8f507a039a1f723cd00,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
fbf8d6429000c4b4ab44407072e203b19776576244c4bbf0b91cfadc907c4ebc,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,0.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
b13c2693f5635cc30681c9daf412ec2bb3a5d79fd0af29e54882eada218d8cdf,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C2,Standard,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,6.0,0
c1b9048b364fb92db1b46e2edb03547c6b7605668fee096f7bcdba2c38516904,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0
f14562ab7194115006e43b6982c7540bfd4457b16348d24115dfd2ac7449ef42,55-64,"75,000-99,999",Couple Household,1,3-4,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,1.0,2.0,3.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,6.0,1
42ce88b37f283f13877d54a2a6cc6992b8dad66159c0647ba4cb02fe715dfc7e,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Deemed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
95e9a9a5579a34ab733ee649a14044e1f5b17fd86c15c642b9a461a415cfbaec,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0
9bbd2c40272a5046ab5c9e7d904bd0a00616b0cd39a426774ec00ed1db011a96,55-64,"40,000-49,999",Couple Household,0,2,2,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Total Service,0.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
f9fef6f51ccfb58ece1e7d310d8936d9140b9c4ed908ac88ba2de45f12cbdeca,55-64,"20,000-29,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
5b6f7d706b2c6b80eea2ef6bf2383d3031395840d442cbd38a3e5d97d4b3917a,55-64,"20,000-29,999",Single Adult Household,0,1,2,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Deemed,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1
10807dbe28770bf70670993d1950f9badb742fcd7aff4e0da09b8f9982b88572,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Private Renting,Detached House,250-500k,Social grade C1,EDF Essentials,0.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,1
3e59a401e3388eef541ca28264ef72b55f49f180611ea322ba69e99aa5776334,55-64,"100,000+",Couple Household,0,2,4,Office Worker,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,5.0,0
7465146a385b3544c326accbb45b2e31eebf28cf451a39119979e72603ea0196,65-74,"20,000-29,999",Single Adult Household,0,2,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65786ea4f5e58a20339e5b31570dfb57e7940e29bb643bd69fa862fc8cddbd1f,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1
807e7647933afa3876cd7a70682b0ff94cee644e2adb9962b7d1f97e46f59fcd,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,0.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,1
14fade68bc99534936945a0e4f146012690eb33e897d92a18338f0190f6b46cd,55-64,"100,000+",Single Adult Household,0,2,1,Office Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
f47249f369693d2628847d0301eef3bf413b62a9f8b9e763c3abfd74172ac228,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Engage,1.0,2.0,3.0,4.0,5.0,4.0,5.0,6.0,0.0,2.0,3.0,4.0,5.0,6.0,5.0,6.0,1
7f8e61810098c4c6ae38ba16b5f6419a9ff35e86341d11a5c010eed5fa82852c,55-64,"20,000-29,999",Single Adult Household,0,1,2,Service Sector,Employed,GCSE Equivalent,Private Renting,Flat or Maisonette,150-250k,Social grade D,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
dce92e388bdf97d79a6de970f72ca0b6c7a96834ce0441d42489b7db3fc7fc65,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1
c487a53b0ae3469d046f97408c7cef293cbb501063edc14ed7b0f78115756fa6,18-24,"75,000-99,999",Couple Household,2+,3-4,4,Student,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0
65304a82ca9475ac5e5d6a77a842d4a44d43cd821b13650216cabfc84a71f362,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33183cc3efb61390d69813ede0a5b59a78055d8555d948dbff227483d46efd80,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Deemed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
e3150d7e0cdaacfdbebde625ca5496fec2719e27f379efc9a188075fb005a094,65-74,"20,000-29,999",Single Adult Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,0-100k,Social grade C2,Safeguard Assist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
5d28adbbb15ac5b83f0c1a3748deb9988da0ce5dea2f3011ac11a919156b4998,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade C1,Deemed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
e53f635c48b24afc548b012afc2a0db0a5de210849abd3a112988cd9fc64fbec,55-64,"50,000-74,999",Couple Household,1,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Standard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
99fdd36ada7e9f822280972c64668d9b91e45888c30117454d996911a40ef50c,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
79019a70908a17855254961df96d05240d0c4d7de0cce16364929aeb7d051543,75+,"20,000-29,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Essentials Exclusive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
e43ed8fbbe08b4d34b9aba47d384441f3ed7bbf2225a8feb68c2d91aae439dff,55-64,"40,000-49,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,EDF Essentials,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,0
e5c6688daa9f5663e46d41a55b10ac6331f4a80cec8fda74cd00ff7c6f6b4416,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Essentials Exclusive,0.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1
a9d77a8be47e1044d0472b28fc4563c974b3342e944907945faf827671eb8a72,55-64,"20,000-29,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7dcfe55c8f28d3f7545eb2a5d7d8aa59d56bd1c050f93c372229caa2444aa34d,75+,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
